timestamp,close,high,low,open,volume,date
1656077400,117.9749984741211,118.0790023803711,112.95249938964844,112.99500274658203,41164000,2022-06-24
1656336600,115.83350372314453,118.57949829101562,115.17949676513672,118.27300262451172,36420000,2022-06-27
1656423000,112.00749969482422,117.30950164794922,111.8479995727539,115.80249786376953,35792000,2022-06-28
1656509400,111.70149993896484,113.1604995727539,110.87249755859375,111.552001953125,24716000,2022-06-29
1656595800,108.96299743652344,110.88800048828125,106.75,110.0,43170000,2022-06-30
1656682200,108.73750305175781,109.25,106.73049926757812,107.93299865722656,35476000,2022-07-01
1657027800,113.26300048828125,113.37699890136719,105.73149871826172,107.10050201416016,39342000,2022-07-05
1657114200,114.5719985961914,115.5895004272461,111.47599792480469,113.302001953125,37432000,2022-07-06
1657200600,118.78299713134766,119.18949890136719,114.83350372314453,115.08000183105469,40936000,2022-07-07
1657287000,119.35350036621094,119.68499755859375,116.90149688720703,117.25,38238000,2022-07-08
1657546200,115.67649841308594,117.99800109863281,115.33049774169922,117.99800109863281,31196000,2022-07-11
1657632600,114.02050018310547,116.9739990234375,113.69000244140625,116.21499633789062,29960000,2022-07-12
1657719000,111.35350036621094,114.19599914550781,111.20149993896484,111.70099639892578,43722000,2022-07-13
1657805400,110.36750030517578,111.09300231933594,108.37300109863281,110.21050262451172,37004000,2022-07-14
1657891800,111.77749633789062,113.1405029296875,110.9000015258789,112.00050354003906,46770000,2022-07-15
1658151000,109.02999877929688,113.68000030517578,108.37000274658203,112.63999938964844,43164600,2022-07-18
1658237400,113.80999755859375,114.0199966430664,109.55999755859375,110.8499984741211,36530900,2022-07-19
1658323800,113.9000015258789,115.4000015258789,112.4800033569336,113.16999816894531,35600400,2022-07-20
1658410200,114.33999633789062,114.55000305175781,111.11000061035156,114.27999877929688,32676200,2022-07-21
1658496600,107.9000015258789,112.33999633789062,106.5,111.0,48901200,2022-07-22
1658755800,107.51000213623047,109.87000274658203,106.30000305175781,108.41000366210938,34690900,2022-07-25
1658842200,105.0199966430664,107.19999694824219,104.06999969482422,106.5999984741211,47991000,2022-07-26
1658928600,113.05999755859375,113.91000366210938,108.01000213623047,109.26000213623047,59858500,2022-07-27
1659015000,114.22000122070312,114.33999633789062,111.45999908447266,112.37000274658203,32816600,2022-07-28
1659101400,116.31999969482422,116.70999908447266,113.05999755859375,113.08000183105469,37223400,2022-07-29
1659360600,114.86000061035156,116.72000122070312,114.33999633789062,115.30000305175781,26034300,2022-08-01
1659447000,115.12999725341797,116.3499984741211,113.72000122070312,114.0,20236000,2022-08-02
1659533400,118.08000183105469,118.62000274658203,115.4800033569336,115.70999908447266,28499000,2022-08-03
1659619800,118.19000244140625,118.77999877929688,116.88999938964844,117.4800033569336,21602900,2022-08-04
1659706200,117.47000122070312,118.11000061035156,116.0,116.2300033569336,19159500,2022-08-05
1659965400,117.30000305175781,120.1500015258789,116.87999725341797,118.38999938964844,19138300,2022-08-08
1660051800,116.62999725341797,117.31999969482422,115.70999908447266,117.13999938964844,19086500,2022-08-09
1660138200,119.69999694824219,120.91999816894531,118.41000366210938,118.77999877929688,30930400,2022-08-10
1660224600,118.83999633789062,121.48999786376953,118.55999755859375,121.27999877929688,24293700,2022-08-11
1660311000,121.68000030517578,121.68000030517578,119.45999908447266,120.26000213623047,19096300,2022-08-12
1660570200,122.08000183105469,122.30000305175781,120.61000061035156,121.12999725341797,19494800,2022-08-15
1660656600,121.69999694824219,122.43000030517578,120.63999938964844,121.5199966430664,19041200,2022-08-16
1660743000,119.55000305175781,121.29000091552734,119.37999725341797,120.12000274658203,22847000,2022-08-17
1660829400,120.16999816894531,120.81999969482422,118.72000122070312,119.43000030517578,17987700,2022-08-18
1660915800,117.20999908447266,119.1500015258789,116.76000213623047,119.05999755859375,21809500,2022-08-19
1661175000,114.23999786376953,115.62999725341797,113.8499984741211,115.19999694824219,21456600,2022-08-22
1661261400,113.86000061035156,115.01000213623047,113.43000030517578,113.4800033569336,15870400,2022-08-23
1661347800,113.69000244140625,114.77999877929688,112.87000274658203,113.5,17734600,2022-08-24
1661434200,116.6500015258789,116.72000122070312,114.11000061035156,114.23999786376953,16956800,2022-08-25
1661520600,110.33999633789062,115.12000274658203,110.19000244140625,114.72000122070312,37245700,2022-08-26
1661779800,109.41999816894531,110.94999694824219,108.80000305175781,109.98999786376953,21191200,2022-08-29
1661866200,108.94000244140625,110.5,107.80000305175781,110.16999816894531,27513300,2022-08-30
